Result,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Rev.,Ctrl,Head (SS),Body (SS),Leg (SS),Distance (SS),Clinch (SS),Ground (SS)
L,Alexander Munoz,0,80 of 169,47%,82 of 172,4 of 9,44%,0,0,2:21,40 of 110,20 of 38,20 of 21,77 of 163,3 of 6,0 of 0
W,Alexandr Romanov,0,32 of 53,60%,53 of 77,2 of 4,50%,0,0,5:41,23 of 44,4 of 4,5 of 5,8 of 20,6 of 6,18 of 27
L,Juan Espino,0,12 of 22,54%,44 of 56,4 of 5,80%,0,0,2:55,8 of 17,2 of 2,2 of 3,7 of 17,4 of 4,1 of 1
W,Jessica Penne,0,31 of 87,35%,98 of 158,1 of 7,14%,0,0,4:30,19 of 63,12 of 24,0 of 0,29 of 82,2 of 5,0 of 0
L,Loopy Godinez,0,40 of 74,54%,68 of 106,3 of 9,33%,0,0,4:10,31 of 63,7 of 8,2 of 3,37 of 68,3 of 4,0 of 2
L,Bartosz Fabinski,0,6 of 13,46%,16 of 23,1 of 1,100%,0,0,0:13,2 of 9,4 of 4,0 of 0,2 of 9,4 of 4,0 of 0
W,Gerald Meerschaert,0,8 of 10,80%,12 of 14,0 of 0,---,1,1,1:26,7 of 9,1 of 1,0 of 0,5 of 7,3 of 3,0 of 0
W,Austin Hubbard,0,67 of 115,58%,126 of 181,1 of 1,100%,0,2,6:42,32 of 76,10 of 12,25 of 27,49 of 91,2 of 3,16 of 21
L,Dakota Bush,0,41 of 104,39%,54 of 122,1 of 6,16%,0,1,1:31,17 of 59,6 of 20,18 of 25,41 of 104,0 of 0,0 of 0
W,Tony Gravely,2,39 of 75,52%,61 of 105,4 of 6,66%,0,0,4:34,31 of 65,5 of 6,3 of 4,17 of 33,1 of 5,21 of 37
L,Anthony Birchak,0,18 of 45,40%,30 of 59,0 of 1,0%,1,1,0:27,11 of 34,4 of 8,3 of 3,11 of 36,3 of 5,4 of 4
W,Marvin Vettori,0,24 of 64,37%,152 of 250,11 of 17,64%,1,0,20:01,22 of 61,2 of 3,0 of 0,15 of 43,2 of 5,7 of 16
L,Kevin Holland,0,37 of 103,35%,138 of 214,0 of 0,---,0,0,0:03,24 of 81,5 of 10,8 of 12,31 of 85,6 of 18,0 of 0
W,Arnold Allen,1,21 of 61,34%,26 of 68,2 of 5,40%,0,0,5:09,15 of 53,6 of 7,0 of 1,16 of 52,4 of 6,1 of 3
L,Sodiq Yusuff,0,47 of 113,41%,79 of 164,0 of 1,0%,1,0,2:33,24 of 85,12 of 17,11 of 11,29 of 86,18 of 27,0 of 0
L,Sam Alvey,0,29 of 78,37%,29 of 78,0 of 0,---,0,0,0:05,21 of 64,4 of 8,4 of 6,28 of 77,1 of 1,0 of 0
W,Julian Marquez,1,61 of 100,61%,62 of 101,0 of 0,---,1,0,0:16,46 of 78,15 of 22,0 of 0,41 of 75,1 of 1,19 of 24
L,Nina Nunes,0,4 of 7,57%,5 of 8,0 of 0,---,0,0,0:00,2 of 5,1 of 1,1 of 1,4 of 7,0 of 0,0 of 0
W,Mackenzie Dern,0,12 of 22,54%,31 of 44,1 of 2,50%,1,0,4:00,10 of 20,0 of 0,2 of 2,8 of 15,0 of 1,4 of 6
L,Mike Perry,0,61 of 132,46%,65 of 137,2 of 4,50%,0,0,2:49,27 of 85,14 of 21,20 of 26,60 of 130,1 of 2,0 of 0
W,Daniel Rodriguez,0,129 of 235,54%,145 of 252,0 of 1,0%,0,0,0:00,90 of 191,11 of 14,28 of 30,129 of 235,0 of 0,0 of 0
L,Jim Miller,0,11 of 34,32%,45 of 76,0 of 0,---,0,0,2:03,7 of 26,2 of 4,2 of 4,9 of 31,2 of 2,0 of 1
W,Joe Solecki,0,19 of 42,45%,93 of 146,1 of 4,25%,0,0,9:23,12 of 33,2 of 4,5 of 5,18 of 41,1 of 1,0 of 0
L,Scott Holtzman,0,10 of 48,20%,10 of 48,0 of 1,0%,0,0,0:00,5 of 34,2 of 6,3 of 8,10 of 48,0 of 0,0 of 0
W,Mateusz Gamrot,1,39 of 63,61%,41 of 65,2 of 5,40%,0,0,0:50,17 of 38,8 of 10,14 of 15,30 of 52,6 of 6,3 of 5
W,John Makdessi,0,124 of 232,53%,145 of 257,0 of 0,---,0,0,0:13,72 of 165,33 of 45,19 of 22,109 of 212,15 of 20,0 of 0
L,Ignacio Bahamondes,0,112 of 312,35%,117 of 318,0 of 4,0%,0,0,1:14,75 of 268,22 of 25,15 of 19,99 of 297,13 of 15,0 of 0
L,Yorgan De Castro,0,2 of 11,18%,5 of 15,0 of 0,---,0,0,0:08,2 of 11,0 of 0,0 of 0,2 of 11,0 of 0,0 of 0
W,Jarjis Danho,1,10 of 12,83%,10 of 12,0 of 1,0%,0,0,0:42,3 of 4,1 of 2,6 of 6,8 of 10,1 of 1,1 of 1
L,Hunter Azure,0,45 of 80,56%,78 of 121,0 of 6,0%,1,1,4:02,12 of 37,14 of 19,19 of 24,35 of 64,6 of 11,4 of 5
W,Jack Shore,0,36 of 57,63%,57 of 84,6 of 13,46%,0,1,5:17,24 of 42,4 of 4,8 of 11,27 of 43,6 of 10,3 of 4
W,Luis Saldana,0,36 of 88,40%,40 of 94,0 of 0,---,1,1,2:18,19 of 67,8 of 10,9 of 11,30 of 79,6 of 9,0 of 0
L,Jordan Griffin,0,33 of 69,47%,39 of 77,4 of 7,57%,2,1,6:18,22 of 55,9 of 11,2 of 3,27 of 60,4 of 6,2 of 3
W,Da Woon Jung,0,28 of 46,60%,73 of 99,8 of 9,88%,0,0,12:04,20 of 37,0 of 1,8 of 8,11 of 23,0 of 0,17 of 23
L,William Knight,0,17 of 29,58%,38 of 50,0 of 3,0%,0,0,0:09,5 of 13,1 of 1,11 of 15,17 of 26,0 of 3,0 of 0
W,Impa Kasanganay,0,13 of 29,44%,21 of 41,2 of 6,33%,1,0,2:54,11 of 26,0 of 0,2 of 3,10 of 26,3 of 3,0 of 0
L,Sasha Palatnikov,0,13 of 24,54%,31 of 43,0 of 0,---,0,0,0:56,6 of 16,4 of 4,3 of 4,7 of 16,6 of 8,0 of 0
L,Stipe Miocic,0,12 of 13,92%,12 of 13,0 of 1,0%,0,0,0:04,3 of 4,2 of 2,7 of 7,12 of 13,0 of 0,0 of 0
W,Francis Ngannou,2,36 of 56,64%,38 of 58,1 of 2,50%,0,0,0:22,28 of 46,2 of 4,6 of 6,17 of 36,8 of 8,11 of 12
L,Tyron Woodley,0,18 of 40,45%,21 of 43,0 of 1,0%,0,0,0:22,7 of 27,10 of 12,1 of 1,8 of 28,10 of 12,0 of 0
W,Vicente Luque,0,25 of 33,75%,41 of 49,0 of 0,---,1,0,2:03,15 of 22,10 of 11,0 of 0,16 of 23,9 of 10,0 of 0
W,Sean O'Malley,2,86 of 149,57%,91 of 157,0 of 0,---,0,0,0:08,41 of 99,24 of 29,21 of 21,83 of 146,2 of 2,1 of 1
L,Thomas Almeida,0,25 of 71,35%,25 of 71,1 of 2,50%,0,0,0:22,9 of 43,3 of 9,13 of 19,23 of 66,0 of 0,2 of 5
L,Gillian Robertson,0,27 of 68,39%,32 of 75,2 of 4,50%,1,1,3:29,16 of 52,10 of 14,1 of 2,26 of 67,1 of 1,0 of 0
W,Miranda Maverick,0,71 of 150,47%,131 of 217,3 of 4,75%,0,1,4:40,54 of 125,14 of 20,3 of 5,48 of 125,4 of 4,19 of 21
W,Jamie Mullarkey,1,6 of 13,46%,6 of 13,0 of 0,---,0,0,0:04,5 of 11,0 of 0,1 of 2,3 of 9,0 of 0,3 of 4
L,Khama Worthy,0,5 of 10,50%,5 of 10,0 of 0,---,0,0,0:00,3 of 8,0 of 0,2 of 2,5 of 10,0 of 0,0 of 0
W,Alonzo Menifield,0,3 of 3,100%,3 of 3,1 of 1,100%,1,0,1:07,3 of 3,0 of 0,0 of 0,3 of 3,0 of 0,0 of 0
L,Fabio Cherant,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
L,Jared Gooden,0,43 of 136,31%,111 of 207,0 of 0,---,0,0,0:00,30 of 110,12 of 25,1 of 1,35 of 127,3 of 3,5 of 6
W,Abubakar Nurmagomedov,0,60 of 120,50%,100 of 164,1 of 5,20%,0,0,4:18,45 of 105,9 of 9,6 of 6,56 of 115,4 of 5,0 of 0
L,Modestas Bukauskas,0,58 of 167,34%,62 of 172,0 of 1,0%,0,0,0:04,44 of 146,14 of 21,0 of 0,55 of 159,3 of 8,0 of 0
W,Michal Oleksiejczuk,0,56 of 122,45%,77 of 144,0 of 2,0%,0,0,1:09,30 of 93,26 of 29,0 of 0,53 of 119,3 of 3,0 of 0
L,Shane Young,0,46 of 105,43%,59 of 120,1 of 5,20%,0,0,3:26,17 of 65,19 of 26,10 of 14,40 of 99,6 of 6,0 of 0
W,Omar Morales,0,69 of 144,47%,74 of 150,2 of 2,100%,0,0,1:27,48 of 120,7 of 10,14 of 14,59 of 133,9 of 10,1 of 1
W,Marc-Andre Barriault,1,141 of 275,51%,190 of 339,0 of 1,0%,0,0,6:00,126 of 257,9 of 11,6 of 7,83 of 192,15 of 22,43 of 61
L,Abu Azaitar,0,108 of 219,49%,142 of 261,0 of 3,0%,0,0,2:03,45 of 138,48 of 65,15 of 16,82 of 186,26 of 33,0 of 0
W,Derek Brunson,0,43 of 93,46%,226 of 323,6 of 12,50%,1,0,16:55,28 of 74,7 of 10,8 of 9,14 of 43,10 of 10,19 of 40
L,Kevin Holland,0,36 of 74,48%,190 of 236,1 of 1,100%,0,0,1:47,28 of 64,2 of 4,6 of 6,29 of 64,5 of 7,2 of 3
L,Song Kenan,0,14 of 24,58%,14 of 24,0 of 0,---,0,0,0:00,5 of 10,5 of 8,4 of 6,14 of 24,0 of 0,0 of 0
W,Max Griffin,1,17 of 28,60%,17 of 28,0 of 1,0%,0,0,0:28,11 of 17,2 of 7,4 of 4,16 of 27,0 of 0,1 of 1
L,Cheyanne Vlismas,0,31 of 65,47%,49 of 87,0 of 0,---,0,3,1:04,26 of 60,5 of 5,0 of 0,26 of 56,2 of 2,3 of 7
W,Montserrat Conejo Ruiz,0,15 of 41,36%,136 of 168,4 of 5,80%,2,1,9:53,10 of 35,0 of 1,5 of 5,15 of 41,0 of 0,0 of 0
W,Adrian Yanez,2,41 of 103,39%,41 of 103,0 of 0,---,0,0,0:03,32 of 83,8 of 19,1 of 1,41 of 102,0 of 0,0 of 1
L,Gustavo Lopez,0,23 of 51,45%,23 of 51,0 of 1,0%,0,0,0:00,14 of 40,5 of 7,4 of 4,23 of 51,0 of 0,0 of 0
W,Tai Tuivasa,1,14 of 18,77%,14 of 18,0 of 0,---,0,0,0:10,10 of 14,0 of 0,4 of 4,9 of 10,0 of 0,5 of 8
L,Harry Hunsucker,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,1 of 5,0 of 0,1 of 1,2 of 6,0 of 0,0 of 0
L,Marion Reneau,0,30 of 63,47%,59 of 93,2 of 4,50%,0,0,2:15,14 of 40,7 of 13,9 of 10,25 of 54,5 of 9,0 of 0
W,Macy Chiasson,0,51 of 138,36%,92 of 184,1 of 1,100%,0,1,3:48,29 of 110,15 of 20,7 of 8,36 of 119,13 of 15,2 of 4
L,Leonardo Santos,0,30 of 67,44%,74 of 115,1 of 2,50%,0,0,1:21,14 of 45,6 of 10,10 of 12,28 of 65,2 of 2,0 of 0
W,Grant Dawson,0,46 of 84,54%,75 of 132,1 of 13,7%,0,0,8:18,16 of 48,23 of 27,7 of 9,33 of 68,9 of 11,4 of 5
W,Trevin Giles,0,27 of 57,47%,43 of 73,1 of 2,50%,1,0,1:15,22 of 51,4 of 4,1 of 2,15 of 42,4 of 5,8 of 10
L,Roman Dolidze,0,32 of 67,47%,75 of 110,1 of 3,33%,2,1,4:15,10 of 37,7 of 14,15 of 16,28 of 59,3 of 6,1 of 2
W,Montel Jackson,2,15 of 26,57%,15 of 26,0 of 0,---,0,0,0:16,11 of 22,2 of 2,2 of 2,5 of 12,3 of 4,7 of 10
L,Jesse Strader,0,14 of 25,56%,14 of 25,0 of 0,---,0,0,0:01,3 of 7,3 of 7,8 of 11,12 of 22,0 of 1,2 of 2
W,Bruno Silva,3,37 of 61,60%,62 of 89,1 of 2,50%,0,0,3:51,29 of 51,4 of 6,4 of 4,26 of 43,1 of 2,10 of 16
L,JP Buys,0,17 of 56,30%,37 of 76,0 of 1,0%,1,0,1:02,8 of 42,4 of 7,5 of 7,15 of 53,2 of 3,0 of 0
NC,Leon Edwards,0,19 of 39,48%,20 of 40,0 of 1,0%,0,0,0:19,10 of 29,5 of 6,4 of 4,19 of 38,0 of 1,0 of 0
NC,Belal Muhammad,0,8 of 26,30%,14 of 32,0 of 0,---,0,0,0:33,7 of 23,1 of 3,0 of 0,6 of 23,2 of 3,0 of 0
L,Misha Cirkunov,0,5 of 18,27%,5 of 18,0 of 0,---,0,0,0:00,5 of 18,0 of 0,0 of 0,5 of 18,0 of 0,0 of 0
W,Ryan Spann,1,16 of 29,55%,16 of 29,0 of 0,---,0,0,0:13,14 of 27,2 of 2,0 of 0,4 of 13,0 of 0,12 of 16
W,Dan Ige,1,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:01,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
L,Gavin Tucker,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
L,Jonathan Martinez,1,29 of 71,40%,29 of 71,0 of 0,---,0,0,0:25,16 of 57,5 of 6,8 of 8,26 of 66,0 of 0,3 of 5
W,Davey Grant,1,48 of 110,43%,49 of 111,0 of 1,0%,0,0,0:03,14 of 64,19 of 30,15 of 16,46 of 108,0 of 0,2 of 2
L,Manel Kape,0,61 of 150,40%,73 of 165,0 of 0,---,0,0,0:38,37 of 120,10 of 16,14 of 14,58 of 145,1 of 2,2 of 3
W,Matheus Nicolau,0,55 of 102,53%,76 of 132,2 of 9,22%,1,0,2:31,27 of 66,21 of 26,7 of 10,50 of 96,2 of 2,3 of 4
NC,Eryk Anders,1,43 of 63,68%,58 of 79,3 of 7,42%,0,0,2:35,38 of 57,3 of 3,2 of 3,17 of 32,11 of 14,15 of 17
NC,Darren Stewart,0,15 of 42,35%,21 of 51,0 of 0,---,0,0,0:00,7 of 32,2 of 2,6 of 8,11 of 38,4 of 4,0 of 0
W,Angela Hill,0,77 of 135,57%,97 of 165,1 of 3,33%,0,0,3:52,26 of 63,35 of 54,16 of 18,47 of 98,29 of 33,1 of 4
L,Ashley Yoder,0,34 of 116,29%,53 of 143,2 of 6,33%,0,0,2:39,17 of 85,11 of 21,6 of 10,34 of 115,0 of 1,0 of 0
W,Charles Jourdain,2,106 of 220,48%,128 of 248,0 of 1,0%,0,0,2:57,68 of 167,21 of 35,17 of 18,73 of 163,14 of 18,19 of 39
L,Marcelo Rojo,0,74 of 204,36%,80 of 211,1 of 2,50%,0,0,0:28,25 of 146,22 of 29,27 of 29,63 of 187,11 of 17,0 of 0
W,Rani Yahya,0,8 of 13,61%,42 of 65,2 of 4,50%,1,0,7:00,0 of 3,1 of 2,7 of 8,8 of 13,0 of 0,0 of 0
L,Ray Rodriguez,0,3 of 18,16%,15 of 35,0 of 0,---,0,0,0:00,2 of 16,1 of 2,0 of 0,3 of 18,0 of 0,0 of 0
W,Nasrat Haqparast,0,99 of 217,45%,99 of 218,0 of 2,0%,0,0,0:00,60 of 170,38 of 45,1 of 2,99 of 217,0 of 0,0 of 0
L,Rafa Garcia,0,52 of 217,23%,54 of 219,0 of 3,0%,0,0,0:21,32 of 186,15 of 24,5 of 7,48 of 211,4 of 6,0 of 0
L,Cortney Casey,0,55 of 131,41%,121 of 202,0 of 1,0%,0,0,0:02,35 of 107,9 of 12,11 of 12,45 of 114,10 of 17,0 of 0
W,JJ Aldrich,0,45 of 80,56%,58 of 99,4 of 7,57%,0,0,5:44,41 of 74,4 of 6,0 of 0,36 of 64,4 of 7,5 of 9
L,Gloria de Paula,0,31 of 63,49%,51 of 95,0 of 0,---,0,0,0:05,18 of 48,7 of 9,6 of 6,27 of 59,4 of 4,0 of 0
W,Jinh Yu Frey,0,24 of 79,30%,50 of 125,2 of 3,66%,2,0,9:33,10 of 62,3 of 5,11 of 12,17 of 70,1 of 1,6 of 8
W,Matthew Semelsberger,1,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:02,2 of 4,0 of 0,1 of 1,2 of 2,0 of 0,1 of 3
L,Jason Witt,0,4 of 4,100%,4 of 4,0 of 0,---,0,0,0:00,2 of 2,0 of 0,2 of 2,4 of 4,0 of 0,0 of 0
W,Jan Blachowicz,0,107 of 193,55%,184 of 276,3 of 5,60%,0,0,7:06,67 of 146,29 of 33,11 of 14,85 of 169,6 of 6,16 of 18
L,Israel Adesanya,0,78 of 161,48%,99 of 182,0 of 0,---,0,0,0:01,32 of 102,17 of 23,29 of 36,77 of 158,0 of 1,1 of 2
W,Amanda Nunes,0,18 of 25,72%,19 of 26,0 of 0,---,2,0,0:42,15 of 22,0 of 0,3 of 3,10 of 16,0 of 0,8 of 9
L,Megan Anderson,0,2 of 5,40%,2 of 5,0 of 1,0%,0,0,0:00,0 of 3,1 of 1,1 of 1,2 of 5,0 of 0,0 of 0
L,Petr Yan,1,86 of 137,62%,103 of 157,7 of 7,100%,0,0,4:12,48 of 96,21 of 24,17 of 17,64 of 106,12 of 18,10 of 13
W,Aljamain Sterling,0,97 of 230,42%,119 of 260,1 of 17,5%,0,1,3:25,40 of 154,43 of 60,14 of 16,79 of 207,13 of 14,5 of 9
W,Islam Makhachev,0,15 of 25,60%,102 of 119,3 of 4,75%,2,0,9:26,12 of 22,2 of 2,1 of 1,5 of 14,1 of 1,9 of 10
L,Drew Dober,0,10 of 20,50%,14 of 24,0 of 0,---,0,0,0:12,5 of 15,3 of 3,2 of 2,6 of 14,1 of 1,3 of 5
L,Thiago Santos,0,49 of 97,50%,61 of 109,0 of 1,0%,0,0,0:00,10 of 41,23 of 33,16 of 23,35 of 82,14 of 15,0 of 0
W,Aleksandar Rakic,0,36 of 89,40%,50 of 103,0 of 2,0%,0,0,2:32,8 of 47,13 of 16,15 of 26,29 of 82,7 of 7,0 of 0
W,Dominick Cruz,0,89 of 202,44%,115 of 229,2 of 9,22%,0,0,2:07,51 of 151,24 of 35,14 of 16,85 of 197,4 of 4,0 of 1
L,Casey Kenney,0,74 of 193,38%,74 of 193,0 of 2,0%,0,0,0:26,41 of 148,10 of 19,23 of 26,72 of 191,2 of 2,0 of 0
L,Song Yadong,0,67 of 161,41%,89 of 189,0 of 0,---,0,1,1:06,39 of 120,20 of 32,8 of 9,67 of 158,0 of 1,0 of 2
W,Kyler Phillips,0,59 of 142,41%,69 of 152,3 of 5,60%,0,0,1:36,38 of 112,16 of 23,5 of 7,54 of 137,2 of 2,3 of 3
L,Joseph Benavidez,0,46 of 114,40%,61 of 130,0 of 0,---,0,0,0:00,13 of 57,21 of 41,12 of 16,41 of 108,4 of 5,1 of 1
W,Askar Askarov,0,58 of 88,65%,71 of 107,5 of 6,83%,0,0,5:00,39 of 65,14 of 18,5 of 5,50 of 77,4 of 5,4 of 6
L,Rogerio Bontorin,0,6 of 17,35%,27 of 43,1 of 1,100%,2,0,3:15,5 of 16,1 of 1,0 of 0,5 of 16,0 of 0,1 of 1
W,Kai Kara-France,1,13 of 22,59%,21 of 32,0 of 0,---,0,0,0:01,8 of 17,2 of 2,3 of 3,11 of 20,2 of 2,0 of 0
W,Tim Elliott,0,25 of 44,56%,91 of 120,4 of 7,57%,0,0,13:19,14 of 27,10 of 14,1 of 3,4 of 17,6 of 9,15 of 18
L,Jordan Espinosa,0,13 of 25,52%,22 of 35,0 of 0,---,0,0,0:00,7 of 18,4 of 4,2 of 3,6 of 15,4 of 5,3 of 5
W,Kennedy Nzechukwu,1,82 of 148,55%,84 of 150,0 of 1,0%,0,0,0:05,81 of 144,1 of 4,0 of 0,72 of 132,3 of 8,7 of 8
L,Carlos Ulberg,0,146 of 227,64%,146 of 227,0 of 0,---,0,0,0:05,101 of 175,31 of 37,14 of 15,132 of 210,14 of 17,0 of 0
W,Sean Brady,0,37 of 68,54%,133 of 187,1 of 1,100%,1,1,8:08,23 of 52,1 of 1,13 of 15,21 of 49,0 of 0,16 of 19
L,Jake Matthews,0,21 of 84,25%,32 of 95,0 of 0,---,0,0,0:04,17 of 76,3 of 7,1 of 1,19 of 82,0 of 0,2 of 2
L,Livinha Souza,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,0:00,0 of 4,0 of 1,1 of 2,1 of 7,0 of 0,0 of 0
W,Amanda Lemos,2,29 of 46,63%,30 of 47,0 of 0,---,0,0,1:13,22 of 37,3 of 5,4 of 4,12 of 22,0 of 0,17 of 24
W,Uros Medic,1,45 of 63,71%,55 of 74,0 of 0,---,0,0,0:56,43 of 61,1 of 1,1 of 1,7 of 8,3 of 3,35 of 52
L,Aalon Cruz,0,0 of 3,0%,0 of 3,0 of 2,0%,0,0,0:11,0 of 2,0 of 1,0 of 0,0 of 3,0 of 0,0 of 0
L,Mario Bautista,0,21 of 42,50%,43 of 64,0 of 0,---,0,0,0:09,11 of 27,6 of 11,4 of 4,16 of 35,5 of 7,0 of 0
W,Trevin Jones,1,23 of 30,76%,36 of 44,0 of 3,0%,0,0,1:26,11 of 18,1 of 1,11 of 11,17 of 22,2 of 2,4 of 6
L,Jairzinho Rozenstruik,0,42 of 104,40%,49 of 111,0 of 0,---,0,0,0:00,14 of 69,5 of 6,23 of 29,38 of 97,4 of 7,0 of 0
W,Ciryl Gane,0,102 of 176,57%,128 of 202,2 of 14,14%,0,0,4:29,33 of 83,23 of 32,46 of 61,98 of 172,3 of 3,1 of 1
L,Nikita Krylov,0,47 of 120,39%,58 of 132,1 of 6,16%,0,0,1:44,18 of 78,22 of 34,7 of 8,45 of 116,2 of 4,0 of 0
W,Magomed Ankalaev,0,43 of 92,46%,89 of 143,3 of 9,33%,0,0,5:59,37 of 83,4 of 7,2 of 2,29 of 76,2 of 2,12 of 14
D,Montana De La Rosa,0,30 of 72,41%,107 of 156,3 of 12,25%,0,0,9:12,19 of 56,11 of 16,0 of 0,23 of 63,5 of 6,2 of 3
D,Mayra Bueno Silva,0,52 of 80,65%,111 of 142,0 of 0,---,1,0,1:04,28 of 53,22 of 23,2 of 4,20 of 40,29 of 36,3 of 4
W,Pedro Munhoz,0,94 of 194,48%,94 of 194,0 of 0,---,0,0,0:03,35 of 115,19 of 27,40 of 52,93 of 193,1 of 1,0 of 0
L,Jimmie Rivera,0,65 of 193,33%,65 of 193,1 of 5,20%,0,0,0:04,48 of 168,4 of 8,13 of 17,65 of 193,0 of 0,0 of 0
W,Alex Caceres,0,48 of 68,70%,97 of 121,1 of 1,100%,1,1,3:44,33 of 49,11 of 13,4 of 6,30 of 46,12 of 14,6 of 8
L,Kevin Croom,0,16 of 51,31%,26 of 67,1 of 16,6%,0,1,7:32,10 of 44,1 of 2,5 of 5,14 of 46,2 of 5,0 of 0
L,Alexander Hernandez,0,50 of 205,24%,50 of 205,0 of 0,---,0,0,0:00,15 of 152,18 of 33,17 of 20,50 of 204,0 of 1,0 of 0
W,Thiago Moises,0,53 of 183,28%,53 of 183,0 of 1,0%,0,0,0:00,36 of 155,5 of 11,12 of 17,53 of 183,0 of 0,0 of 0
W,Alexis Davis,0,49 of 83,59%,128 of 196,3 of 3,100%,0,0,8:50,8 of 37,4 of 5,37 of 41,46 of 78,0 of 0,3 of 5
L,Sabina Mazo,0,64 of 165,38%,71 of 173,0 of 1,0%,0,0,0:00,50 of 149,5 of 7,9 of 9,64 of 165,0 of 0,0 of 0
L,Vince Cachero,0,15 of 46,32%,23 of 55,0 of 2,0%,1,1,0:36,8 of 36,3 of 6,4 of 4,10 of 38,5 of 7,0 of 1
W,Ronnie Lawrence,0,77 of 121,63%,102 of 151,8 of 9,88%,0,0,7:49,53 of 89,14 of 19,10 of 13,22 of 46,5 of 7,50 of 68
W,Dustin Jacoby,0,57 of 137,41%,60 of 141,0 of 0,---,0,0,0:48,25 of 88,7 of 15,25 of 34,55 of 133,2 of 4,0 of 0
L,Maxim Grishin,2,66 of 156,42%,80 of 172,0 of 2,0%,0,0,1:16,31 of 110,8 of 16,27 of 30,59 of 144,2 of 5,5 of 7
L,Curtis Blaydes,0,28 of 52,53%,28 of 52,0 of 3,0%,0,0,0:15,18 of 42,3 of 3,7 of 7,25 of 47,3 of 5,0 of 0
W,Derrick Lewis,1,7 of 23,30%,7 of 23,0 of 0,---,0,0,0:02,6 of 21,1 of 2,0 of 0,4 of 20,1 of 1,2 of 2
L,Ketlen Vieira,0,7 of 16,43%,35 of 51,3 of 8,37%,0,0,8:38,3 of 10,3 of 4,1 of 2,3 of 11,4 of 5,0 of 0
W,Yana Santos,0,47 of 60,78%,215 of 247,0 of 0,---,0,0,5:09,7 of 15,30 of 35,10 of 10,8 of 11,21 of 24,18 of 25
L,Charles Rosa,0,15 of 25,60%,40 of 51,0 of 1,0%,2,0,0:00,9 of 17,4 of 4,2 of 4,8 of 17,0 of 0,7 of 8
W,Darrick Minner,1,45 of 60,75%,96 of 117,4 of 5,80%,3,0,12:34,35 of 49,5 of 5,5 of 6,21 of 31,5 of 7,19 of 22
L,Aleksei Oleinik,0,5 of 10,50%,6 of 11,0 of 1,0%,0,0,0:24,3 of 8,1 of 1,1 of 1,5 of 10,0 of 0,0 of 0
W,Chris Daukaus,0,34 of 56,60%,34 of 56,0 of 0,---,0,0,0:19,32 of 54,2 of 2,0 of 0,28 of 49,2 of 3,4 of 4
W,Phil Hawes,0,31 of 54,57%,101 of 128,4 of 7,57%,0,0,11:06,13 of 31,7 of 9,11 of 14,23 of 42,7 of 11,1 of 1
L,Nassourdine Imavov,0,57 of 93,61%,87 of 124,0 of 0,---,0,0,0:07,39 of 71,14 of 17,4 of 5,29 of 62,27 of 30,1 of 1
L,Andrei Arlovski,0,20 of 55,36%,22 of 57,0 of 0,---,0,0,0:00,8 of 40,7 of 9,5 of 6,17 of 49,3 of 6,0 of 0
W,Tom Aspinall,0,37 of 60,61%,41 of 64,1 of 1,100%,1,0,2:17,22 of 44,6 of 7,9 of 9,24 of 40,13 of 20,0 of 0
W,Jared Gordon,0,82 of 131,62%,138 of 191,2 of 7,28%,0,0,6:07,41 of 89,19 of 20,22 of 22,67 of 110,6 of 8,9 of 13
L,Danny Chavez,0,39 of 113,34%,42 of 116,1 of 1,100%,0,0,0:10,23 of 91,5 of 8,11 of 14,38 of 112,1 of 1,0 of 0
L,Eddie Wineland,0,17 of 66,25%,17 of 66,1 of 1,100%,0,0,0:12,10 of 50,3 of 6,4 of 10,16 of 63,0 of 0,1 of 3
W,John Castaneda,1,42 of 57,73%,44 of 59,0 of 0,---,0,0,0:04,23 of 34,4 of 7,15 of 16,34 of 49,2 of 2,6 of 6
L,Nate Landwehr,0,9 of 14,64%,9 of 14,0 of 0,---,0,0,0:00,5 of 9,1 of 1,3 of 4,6 of 11,3 of 3,0 of 0
W,Julian Erosa,1,15 of 23,65%,17 of 25,0 of 0,---,0,0,0:01,11 of 18,2 of 3,2 of 2,12 of 17,2 of 5,1 of 1
L,Shana Dobson,0,16 of 28,57%,27 of 42,0 of 0,---,0,1,0:13,9 of 21,5 of 5,2 of 2,11 of 20,3 of 4,2 of 4
W,Casey O'Neill,0,49 of 68,72%,132 of 183,4 of 6,66%,1,0,7:26,44 of 62,3 of 4,2 of 2,17 of 24,1 of 1,31 of 43
W,Aiemann Zahabi,1,9 of 11,81%,9 of 11,0 of 0,---,0,0,0:10,8 of 10,1 of 1,0 of 0,6 of 7,1 of 2,2 of 2
